transaction_id,date,time,store_id,channel,customer_id,item_id,item_name,quantity,unit_price,discount,total_price,payment_method,promo_code,order_datetime,order_date,order_time,order_hour,order_weekday,total_diff
T0013896,2025-06-30,09:55:00,TX009,in_store,C00393,1098,Cheese & Fruit Protein Box,2,6.25,0.1,11.25,card,NEWAPP5,2025-06-30 09:55:00,2025-06-30,09:55:00,9,Monday,0.0
T0013848,2025-06-30,09:56:00,NY003,in_store,C00880,1001,Blonde Roast,1,2.95,0.05,2.8,card,SUMMER15,2025-06-30 09:56:00,2025-06-30,09:56:00,9,Monday,0.0
T0014075,2025-06-30,09:56:00,NY007,in_store,C00643,1006,Cappuccino,2,4.45,0.0,8.9,card,NEWAPP5,2025-06-30 09:56:00,2025-06-30,09:56:00,9,Monday,0.0
T0013770,2025-06-30,09:56:00,CA004,in_store,C00614,1036,Iced Toasted White Chocolate Mocha,2,6.15,0.0,12.3,card,,2025-06-30 09:56:00,2025-06-30,09:56:00,9,Monday,0.0
T0014005,2025-06-30,09:57:00,NY010,in_store,C00691,1053,Matcha Latte,1,4.95,0.0,4.95,card,PSL10,2025-06-30 09:57:00,2025-06-30,09:57:00,9,Monday,0.0
T0014084,2025-06-30,09:58:00,NY007,in_store,C00668,1075,Banana Nut Muffin,1,3.15,0.0,3.15,card,NEWAPP5,2025-06-30 09:58:00,2025-06-30,09:58:00,9,Monday,0.0
T0013828,2025-06-30,09:59:00,TX004,in_store,C00838,1055,Iced Green Tea,2,3.25,0.0,6.5,card,BOGO,2025-06-30 09:59:00,2025-06-30,09:59:00,9,Monday,0.0
T0013932,2025-06-30,09:59:00,TX006,mobile_app,C00229,1083,Plain Bagel,1,2.25,0.0,2.25,card,BOGO,2025-06-30 09:59:00,2025-06-30,09:59:00,9,Monday,0.0
T0013721,2025-06-30,10:00:00,CA003,in_store,C00839,1083,Plain Bagel,2,2.25,0.0,4.5,card,PSL10,2025-06-30 10:00:00,2025-06-30,10:00:00,10,Monday,0.0
T0013794,2025-06-30,10:04:00,CA004,in_store,C00478,1037,Coffee Frappuccino,1,4.95,0.0,4.95,mobile_pay,NEWAPP5,2025-06-30 10:04:00,2025-06-30,10:04:00,10,Monday,0.0
T0013859,2025-06-30,10:07:00,NY003,in_store,C00612,1078,Lemon Loaf,2,3.25,0.0,6.5,mobile_pay,BOGO,2025-06-30 10:07:00,2025-06-30,10:07:00,10,Monday,0.0
T0013869,2025-06-30,10:10:00,NY003,in_store,C00517,1021,Iced White Chocolate Mocha,2,5.75,0.0,11.5,cash,,2025-06-30 10:10:00,2025-06-30,10:10:00,10,Monday,0.0
T0014078,2025-06-30,10:11:00,NY007,mobile_app,C00589,1007,Flat White,2,4.95,0.05,9.4,cash,,2025-06-30 10:11:00,2025-06-30,10:11:00,10,Monday,0.0
T0013919,2025-06-30,10:11:00,TX006,in_store,C00972,1029,Pumpkin Spice Latte,2,5.75,0.0,11.5,cash,SUMMER15,2025-06-30 10:11:00,2025-06-30,10:11:00,10,Monday,0.0
T0013739,2025-06-30,10:12:00,CA003,in_store,C00784,1024,Nitro Cold Brew,2,4.95,0.0,9.9,card,,2025-06-30 10:12:00,2025-06-30,10:12:00,10,Monday,0.0
T0013865,2025-06-30,10:16:00,NY003,in_store,C00013,1064,Pineapple Passionfruit Refresher,1,4.45,0.0,4.45,card,,2025-06-30 10:16:00,2025-06-30,10:16:00,10,Monday,0.0
T0014009,2025-06-30,10:17:00,NY010,mobile_app,C00276,1093,Roasted Tomato Mozzarella Panini,2,6.25,0.1,11.25,cash,PSL10,2025-06-30 10:17:00,2025-06-30,10:17:00,10,Monday,0.0
T0013908,2025-06-30,10:18:00,TX009,in_store,C00903,1013,Espresso Macchiato,2,2.95,0.05,5.61,cash,BOGO,2025-06-30 10:18:00,2025-06-30,10:18:00,10,Monday,0.01
T0014063,2025-06-30,10:21:00,NY007,mobile_app,C00395,1016,Hazelnut Latte,1,4.75,0.05,4.51,mobile_pay,NEWAPP5,2025-06-30 10:21:00,2025-06-30,10:21:00,10,Monday,0.0
T0013784,2025-06-30,10:29:00,CA004,in_store,C00714,1012,Espresso Con Panna,1,2.95,0.0,2.95,card,,2025-06-30 10:29:00,2025-06-30,10:29:00,10,Monday,0.0
T0013782,2025-06-30,10:32:00,CA004,mobile_app,C00486,1077,Pumpkin Loaf,2,3.25,0.05,6.17,card,BOGO,2025-06-30 10:32:00,2025-06-30,10:32:00,10,Monday,-0.01
T0013928,2025-06-30,10:43:00,TX006,in_store,C00744,1092,Impossible Breakfast Sandwich,1,5.25,0.0,5.25,card,,2025-06-30 10:43:00,2025-06-30,10:43:00,10,Monday,0.0
T0013736,2025-06-30,10:47:00,CA003,mobile_app,C00696,1078,Lemon Loaf,1,3.25,0.0,3.25,card,BOGO,2025-06-30 10:47:00,2025-06-30,10:47:00,10,Monday,0.0
T0013824,2025-06-30,10:50:00,TX004,in_store,C00096,1054,Iced Black Tea,2,3.25,0.0,6.5,cash,NEWAPP5,2025-06-30 10:50:00,2025-06-30,10:50:00,10,Monday,0.0
T0014051,2025-06-30,10:51:00,NY007,in_store,C00974,1043,Strawberries & Crème Frappuccino,2,5.25,0.0,10.5,card,SUMMER15,2025-06-30 10:51:00,2025-06-30,10:51:00,10,Monday,0.0
T0013975,2025-06-30,10:51:00,CA007,in_store,C00598,1077,Pumpkin Loaf,2,3.25,0.0,6.5,card,NEWAPP5,2025-06-30 10:51:00,2025-06-30,10:51:00,10,Monday,0.0
T0013829,2025-06-30,10:53:00,TX004,in_store,C00492,1050,Jade Citrus Mint Tea,1,2.95,0.0,2.95,mobile_pay,,2025-06-30 10:53:00,2025-06-30,10:53:00,10,Monday,0.0
T0013806,2025-06-30,10:55:00,CA004,in_store,C00251,1024,Nitro Cold Brew,2,4.95,0.15,8.42,card,NEWAPP5,2025-06-30 10:55:00,2025-06-30,10:55:00,10,Monday,0.0
T0013988,2025-06-30,10:56:00,CA007,in_store,C00135,1032,Iced Peppermint Mocha,1,6.15,0.15,5.23,card,,2025-06-30 10:56:00,2025-06-30,10:56:00,10,Monday,0.0
T0013840,2025-06-30,10:57:00,TX004,in_store,C00647,1043,Strawberries & Crème Frappuccino,2,5.25,0.0,10.5,mobile_pay,,2025-06-30 10:57:00,2025-06-30,10:57:00,10,Monday,0.0
T0013909,2025-06-30,10:57:00,TX009,in_store,C00163,1048,Royal English Breakfast Tea,2,2.95,0.0,5.9,cash,SUMMER15,2025-06-30 10:57:00,2025-06-30,10:57:00,10,Monday,0.0
T0013740,2025-06-30,10:58:00,CA003,in_store,C00009,1048,Royal English Breakfast Tea,2,2.95,0.0,5.9,card,NEWAPP5,2025-06-30 10:58:00,2025-06-30,10:58:00,10,Monday,0.0
T0013912,2025-06-30,11:09:00,TX006,in_store,C00374,1033,Gingerbread Latte,2,5.65,0.0,11.3,cash,SUMMER15,2025-06-30 11:09:00,2025-06-30,11:09:00,11,Monday,0.0
T0013805,2025-06-30,11:11:00,CA004,in_store,C00236,1048,Royal English Breakfast Tea,1,2.95,0.0,2.95,card,,2025-06-30 11:11:00,2025-06-30,11:11:00,11,Monday,0.0
T0013793,2025-06-30,11:16:00,CA004,in_store,C00449,1045,Pumpkin Spice Frappuccino,2,5.95,0.0,11.9,card,,2025-06-30 11:16:00,2025-06-30,11:16:00,11,Monday,0.0
T0013933,2025-06-30,11:19:00,TX006,in_store,C00856,1010,White Chocolate Mocha,1,5.55,0.0,5.55,cash,,2025-06-30 11:19:00,2025-06-30,11:19:00,11,Monday,0.0
T0013831,2025-06-30,11:20:00,TX004,mobile_app,C00629,1081,Almond Croissant,2,3.65,0.0,7.3,cash,BOGO,2025-06-30 11:20:00,2025-06-30,11:20:00,11,Monday,0.0
T0013759,2025-06-30,11:22:00,CA004,in_store,C00187,1086,Cinnamon Swirl Coffee Cake,2,3.45,0.0,6.9,card,NEWAPP5,2025-06-30 11:22:00,2025-06-30,11:22:00,11,Monday,0.0
T0013862,2025-06-30,11:24:00,NY003,in_store,C00440,1061,Iced Matcha Latte,2,5.15,0.0,10.3,mobile_pay,PSL10,2025-06-30 11:24:00,2025-06-30,11:24:00,11,Monday,0.0
T0013892,2025-06-30,11:31:00,TX009,in_store,C00087,1080,Chocolate Croissant,1,3.45,0.0,3.45,card,SUMMER15,2025-06-30 11:31:00,2025-06-30,11:31:00,11,Monday,0.0
T0013922,2025-06-30,11:38:00,TX006,in_store,C00677,1004,Caffè Americano,2,3.25,0.0,6.5,card,,2025-06-30 11:38:00,2025-06-30,11:38:00,11,Monday,0.0
T0013742,2025-06-30,11:38:00,CA003,mobile_app,C00999,1075,Banana Nut Muffin,1,3.15,0.0,3.15,card,BOGO,2025-06-30 11:38:00,2025-06-30,11:38:00,11,Monday,0.0
T0013876,2025-06-30,11:40:00,TX009,in_store,C00582,1095,Chicken Caprese Sandwich,2,6.95,0.0,13.9,cash,SUMMER15,2025-06-30 11:40:00,2025-06-30,11:40:00,11,Monday,0.0
T0013765,2025-06-30,11:45:00,CA004,in_store,C00423,1026,Cold Brew With Vanilla Sweet Cream Cold Foam,1,5.25,0.0,5.25,mobile_pay,PSL10,2025-06-30 11:45:00,2025-06-30,11:45:00,11,Monday,0.0
T0013917,2025-06-30,11:48:00,TX006,in_store,C00889,1089,Turkey Bacon Cheddar Sandwich,2,4.65,0.0,9.3,cash,,2025-06-30 11:48:00,2025-06-30,11:48:00,11,Monday,0.0
T0013832,2025-06-30,11:51:00,TX004,mobile_app,C00376,1004,Caffè Americano,2,3.25,0.0,6.5,card,SUMMER15,2025-06-30 11:51:00,2025-06-30,11:51:00,11,Monday,0.0
T0013855,2025-06-30,11:52:00,NY003,mobile_app,C00789,1098,Cheese & Fruit Protein Box,2,6.25,0.05,11.88,card,NEWAPP5,2025-06-30 11:52:00,2025-06-30,11:52:00,11,Monday,0.0
T0013758,2025-06-30,11:52:00,CA004,in_store,C00976,1014,Cortado,1,3.45,0.05,3.28,card,NEWAPP5,2025-06-30 11:52:00,2025-06-30,11:52:00,11,Monday,0.0
T0013752,2025-06-30,11:52:00,CA003,mobile_app,C00804,1009,Mocha,1,5.15,0.15,4.38,mobile_pay,SUMMER15,2025-06-30 11:52:00,2025-06-30,11:52:00,11,Monday,0.0
T0013919,2025-06-30,12:03:00,TX006,in_store,C00972,1026,Cold Brew With Vanilla Sweet Cream Cold Foam,2,5.25,0.0,10.5,cash,SUMMER15,2025-06-30 12:03:00,2025-06-30,12:03:00,12,Monday,0.0
T0013800,2025-06-30,12:04:00,CA004,mobile_app,C00666,1067,Dragon Drink,1,4.95,0.0,4.95,card,,2025-06-30 12:04:00,2025-06-30,12:04:00,12,Monday,0.0
T0013925,2025-06-30,12:08:00,TX006,in_store,C00185,1029,Pumpkin Spice Latte,1,5.75,0.0,5.75,card,BOGO,2025-06-30 12:08:00,2025-06-30,12:08:00,12,Monday,0.0
T0013720,2025-06-30,12:11:00,CA003,in_store,C00539,1059,Iced Passion Tango Tea Lemonade,1,3.75,0.0,3.75,cash,SUMMER15,2025-06-30 12:11:00,2025-06-30,12:11:00,12,Monday,0.0
T0014053,2025-06-30,12:12:00,NY007,in_store,C00082,1012,Espresso Con Panna,2,2.95,0.0,5.9,cash,BOGO,2025-06-30 12:12:00,2025-06-30,12:12:00,12,Monday,0.0
T0013745,2025-06-30,12:13:00,CA003,mobile_app,C00953,1039,Caramel Frappuccino,1,5.45,0.0,5.45,card,,2025-06-30 12:13:00,2025-06-30,12:13:00,12,Monday,0.0
T0013825,2025-06-30,12:21:00,TX004,in_store,C00821,1079,Butter Croissant,1,3.25,0.0,3.25,card,BOGO,2025-06-30 12:21:00,2025-06-30,12:21:00,12,Monday,0.0
T0013964,2025-06-30,12:23:00,TX005,in_store,C00943,1076,Chocolate Chunk Cookie,2,2.95,0.0,5.9,card,SUMMER15,2025-06-30 12:23:00,2025-06-30,12:23:00,12,Monday,0.0
T0013841,2025-06-30,12:25:00,TX004,in_store,C00154,1042,Matcha Crème Frappuccino,2,5.45,0.0,10.9,card,SUMMER15,2025-06-30 12:25:00,2025-06-30,12:25:00,12,Monday,0.0
T0013769,2025-06-30,12:28:00,CA004,in_store,C00593,1054,Iced Black Tea,1,3.25,0.0,3.25,card,,2025-06-30 12:28:00,2025-06-30,12:28:00,12,Monday,0.0
T0013990,2025-06-30,12:31:00,CA007,mobile_app,C00855,1100,Sous Vide Egg Bites,1,4.65,0.1,4.19,card,PSL10,2025-06-30 12:31:00,2025-06-30,12:31:00,12,Monday,0.0
T0013722,2025-06-30,12:31:00,CA003,mobile_app,C00246,1038,Mocha Frappuccino,2,5.45,0.0,10.9,card,BOGO,2025-06-30 12:31:00,2025-06-30,12:31:00,12,Monday,0.0
T0013853,2025-06-30,12:37:00,NY003,in_store,C00199,1047,Earl Grey Tea,2,2.95,0.0,5.9,card,,2025-06-30 12:37:00,2025-06-30,12:37:00,12,Monday,0.0
T0013985,2025-06-30,12:37:00,CA007,in_store,C00295,1075,Banana Nut Muffin,2,3.15,0.0,6.3,card,,2025-06-30 12:37:00,2025-06-30,12:37:00,12,Monday,0.0
T0013867,2025-06-30,12:43:00,NY003,in_store,C00789,1045,Pumpkin Spice Frappuccino,1,5.95,0.05,5.65,card,BOGO,2025-06-30 12:43:00,2025-06-30,12:43:00,12,Monday,0.0
T0013763,2025-06-30,12:45:00,CA004,mobile_app,C00795,1056,Iced Passion Tango Tea,2,3.25,0.1,5.85,card,,2025-06-30 12:45:00,2025-06-30,12:45:00,12,Monday,0.0
T0014087,2025-06-30,12:53:00,NY007,in_store,C00871,1058,Iced Green Tea Lemonade,2,3.75,0.0,7.5,mobile_pay,NEWAPP5,2025-06-30 12:53:00,2025-06-30,12:53:00,12,Monday,0.0
T0013891,2025-06-30,12:54:00,TX009,in_store,C00136,1042,Matcha Crème Frappuccino,2,5.45,0.0,10.9,card,,2025-06-30 12:54:00,2025-06-30,12:54:00,12,Monday,0.0
T0014006,2025-06-30,12:57:00,NY010,in_store,C00464,1030,Iced Pumpkin Spice Latte,1,5.95,0.0,5.95,card,,2025-06-30 12:57:00,2025-06-30,12:57:00,12,Monday,0.0
T0013881,2025-06-30,13:06:00,TX009,in_store,C00630,1035,Toasted White Chocolate Mocha,2,5.95,0.0,11.9,card,NEWAPP5,2025-06-30 13:06:00,2025-06-30,13:06:00,13,Monday,0.0
T0014034,2025-06-30,13:07:00,NY010,in_store,C00796,1050,Jade Citrus Mint Tea,2,2.95,0.0,5.9,cash,,2025-06-30 13:07:00,2025-06-30,13:07:00,13,Monday,0.0
T0013719,2025-06-30,13:11:00,CA003,in_store,C00077,1074,Blueberry Muffin,2,2.95,0.0,5.9,mobile_pay,,2025-06-30 13:11:00,2025-06-30,13:11:00,13,Monday,0.0
T0014074,2025-06-30,13:13:00,NY007,in_store,C01000,1038,Mocha Frappuccino,2,5.45,0.0,10.9,card,,2025-06-30 13:13:00,2025-06-30,13:13:00,13,Monday,0.0
T0013930,2025-06-30,13:19:00,TX006,in_store,C00331,1086,Cinnamon Swirl Coffee Cake,1,3.45,0.0,3.45,mobile_pay,SUMMER15,2025-06-30 13:19:00,2025-06-30,13:19:00,13,Monday,0.0
T0014010,2025-06-30,13:25:00,NY010,in_store,C00847,1065,Kiwi Starfruit Refresher,2,4.45,0.05,8.46,card,,2025-06-30 13:25:00,2025-06-30,13:25:00,13,Monday,0.0
T0013906,2025-06-30,13:32:00,TX009,in_store,C00731,1001,Blonde Roast,1,2.95,0.0,2.95,card,BOGO,2025-06-30 13:32:00,2025-06-30,13:32:00,13,Monday,0.0
T0014081,2025-06-30,13:38:00,NY007,mobile_app,C00795,1049,Mint Majesty Herbal Tea,1,2.95,0.0,2.95,card,,2025-06-30 13:38:00,2025-06-30,13:38:00,13,Monday,0.0
T0013846,2025-06-30,13:40:00,NY003,mobile_app,C00430,1005,Caffè Latte,1,4.45,0.0,4.45,card,,2025-06-30 13:40:00,2025-06-30,13:40:00,13,Monday,0.0
T0013944,2025-06-30,13:40:00,TX005,mobile_app,C00257,1017,Toasted White Chocolate Latte,1,5.05,0.05,4.8,cash,NEWAPP5,2025-06-30 13:40:00,2025-06-30,13:40:00,13,Monday,0.0
T0013786,2025-06-30,13:46:00,CA004,in_store,C00729,1019,Iced Latte,2,4.65,0.0,9.3,card,SUMMER15,2025-06-30 13:46:00,2025-06-30,13:46:00,13,Monday,0.0
T0013823,2025-06-30,13:47:00,TX004,in_store,C00152,1037,Coffee Frappuccino,1,4.95,0.1,4.46,card,BOGO,2025-06-30 13:47:00,2025-06-30,13:47:00,13,Monday,0.0
T0014077,2025-06-30,13:58:00,NY007,in_store,C00530,1050,Jade Citrus Mint Tea,2,2.95,0.05,5.61,card,,2025-06-30 13:58:00,2025-06-30,13:58:00,13,Monday,0.01
T0013965,2025-06-30,14:00:00,TX005,in_store,C00017,1054,Iced Black Tea,2,3.25,0.1,5.85,card,BOGO,2025-06-30 14:00:00,2025-06-30,14:00:00,14,Monday,0.0
T0013855,2025-06-30,14:00:00,NY003,mobile_app,C00789,1040,Java Chip Frappuccino,1,5.65,0.0,5.65,card,NEWAPP5,2025-06-30 14:00:00,2025-06-30,14:00:00,14,Monday,0.0
T0014070,2025-06-30,14:01:00,NY007,mobile_app,C00778,1053,Matcha Latte,2,4.95,0.0,9.9,mobile_pay,BOGO,2025-06-30 14:01:00,2025-06-30,14:01:00,14,Monday,0.0
T0014057,2025-06-30,14:01:00,NY007,mobile_app,C00187,1005,Caffè Latte,1,4.45,0.0,4.45,card,SUMMER15,2025-06-30 14:01:00,2025-06-30,14:01:00,14,Monday,0.0
T0014033,2025-06-30,14:01:00,NY010,in_store,C00250,1071,Bottled Water,2,2.25,0.0,4.5,card,SUMMER15,2025-06-30 14:01:00,2025-06-30,14:01:00,14,Monday,0.0
T0013807,2025-06-30,14:01:00,TX004,in_store,C00199,1091,Spinach Feta Wrap,2,4.75,0.0,9.5,card,BOGO,2025-06-30 14:01:00,2025-06-30,14:01:00,14,Monday,0.0
T0014036,2025-06-30,14:02:00,NY010,in_store,C00904,1089,Turkey Bacon Cheddar Sandwich,1,4.65,0.0,4.65,card,,2025-06-30 14:02:00,2025-06-30,14:02:00,14,Monday,0.0
T0014092,2025-06-30,14:03:00,NY007,in_store,C00939,1076,Chocolate Chunk Cookie,1,2.95,0.0,2.95,card,,2025-06-30 14:03:00,2025-06-30,14:03:00,14,Monday,0.0
T0013977,2025-06-30,14:03:00,CA007,in_store,C00865,1086,Cinnamon Swirl Coffee Cake,2,3.45,0.0,6.9,card,,2025-06-30 14:03:00,2025-06-30,14:03:00,14,Monday,0.0
T0013748,2025-06-30,14:04:00,CA003,in_store,C00440,1071,Bottled Water,1,2.25,0.1,2.02,cash,SUMMER15,2025-06-30 14:04:00,2025-06-30,14:04:00,14,Monday,0.0
T0013733,2025-06-30,14:06:00,CA003,mobile_app,C00612,1095,Chicken Caprese Sandwich,1,6.95,0.0,6.95,card,,2025-06-30 14:06:00,2025-06-30,14:06:00,14,Monday,0.0
T0013979,2025-06-30,14:07:00,CA007,in_store,C00439,1046,Peppermint Mocha Frappuccino,1,6.05,0.0,6.05,card,SUMMER15,2025-06-30 14:07:00,2025-06-30,14:07:00,14,Monday,0.0
T0013741,2025-06-30,14:07:00,CA003,mobile_app,C00897,1088,Sausage Cheddar Sandwich,1,4.45,0.05,4.23,card,BOGO,2025-06-30 14:07:00,2025-06-30,14:07:00,14,Monday,0.0
T0013859,2025-06-30,14:08:00,NY003,in_store,C00612,1081,Almond Croissant,2,3.65,0.0,7.3,mobile_pay,BOGO,2025-06-30 14:08:00,2025-06-30,14:08:00,14,Monday,0.0
T0013943,2025-06-30,14:08:00,TX005,in_store,C00190,1017,Toasted White Chocolate Latte,2,5.05,0.05,9.59,card,PSL10,2025-06-30 14:08:00,2025-06-30,14:08:00,14,Monday,0.0
T0013837,2025-06-30,14:08:00,TX004,in_store,C00471,1031,Peppermint Mocha,2,5.95,0.0,11.9,card,,2025-06-30 14:08:00,2025-06-30,14:08:00,14,Monday,0.0
T0013873,2025-06-30,14:09:00,NY003,in_store,C00971,1074,Blueberry Muffin,2,2.95,0.0,5.9,cash,NEWAPP5,2025-06-30 14:09:00,2025-06-30,14:09:00,14,Monday,0.0
T0014076,2025-06-30,14:10:00,NY007,in_store,C00389,1062,Strawberry Açaí Refresher,2,4.45,0.0,8.9,card,,2025-06-30 14:10:00,2025-06-30,14:10:00,14,Monday,0.0
T0013997,2025-06-30,14:10:00,CA007,in_store,C00958,1011,Espresso,2,2.65,0.15,4.5,mobile_pay,BOGO,2025-06-30 14:10:00,2025-06-30,14:10:00,14,Monday,0.0
T0013907,2025-06-30,14:11:00,TX009,mobile_app,C00340,1030,Iced Pumpkin Spice Latte,1,5.95,0.15,5.06,cash,,2025-06-30 14:11:00,2025-06-30,14:11:00,14,Monday,0.0
T0014001,2025-06-30,14:11:00,NY010,in_store,C00870,1075,Banana Nut Muffin,1,3.15,0.1,2.83,card,BOGO,2025-06-30 14:11:00,2025-06-30,14:11:00,14,Monday,-0.01
T0014037,2025-06-30,14:11:00,NY010,in_store,C00343,1059,Iced Passion Tango Tea Lemonade,2,3.75,0.1,6.75,card,BOGO,2025-06-30 14:11:00,2025-06-30,14:11:00,14,Monday,0.0
T0013965,2025-06-30,14:12:00,TX005,in_store,C00017,1095,Chicken Caprese Sandwich,2,6.95,0.0,13.9,card,BOGO,2025-06-30 14:12:00,2025-06-30,14:12:00,14,Monday,0.0
T0013960,2025-06-30,14:12:00,TX005,mobile_app,C00949,1088,Sausage Cheddar Sandwich,2,4.45,0.0,8.9,card,NEWAPP5,2025-06-30 14:12:00,2025-06-30,14:12:00,14,Monday,0.0
T0013934,2025-06-30,14:13:00,TX006,mobile_app,C00902,1076,Chocolate Chunk Cookie,1,2.95,0.0,2.95,card,,2025-06-30 14:13:00,2025-06-30,14:13:00,14,Monday,0.0
T0013754,2025-06-30,14:13:00,CA003,in_store,C00295,1094,Turkey Pesto Panini,1,6.95,0.0,6.95,mobile_pay,BOGO,2025-06-30 14:13:00,2025-06-30,14:13:00,14,Monday,0.0
T0014004,2025-06-30,14:13:00,NY010,in_store,C00674,1003,Dark Roast,1,2.95,0.0,2.95,mobile_pay,,2025-06-30 14:13:00,2025-06-30,14:13:00,14,Monday,0.0
T0013932,2025-06-30,14:14:00,TX006,mobile_app,C00229,1089,Turkey Bacon Cheddar Sandwich,2,4.65,0.1,8.37,card,BOGO,2025-06-30 14:14:00,2025-06-30,14:14:00,14,Monday,0.0
T0014041,2025-06-30,14:15:00,NY010,in_store,C00368,1085,Cheese Danish,1,3.25,0.0,3.25,card,,2025-06-30 14:15:00,2025-06-30,14:15:00,14,Monday,0.0
T0014073,2025-06-30,14:15:00,NY007,mobile_app,C00008,1047,Earl Grey Tea,1,2.95,0.0,2.95,card,,2025-06-30 14:15:00,2025-06-30,14:15:00,14,Monday,0.0
T0013716,2025-06-30,14:15:00,CA003,in_store,C00226,1007,Flat White,1,4.95,0.0,4.95,card,,2025-06-30 14:15:00,2025-06-30,14:15:00,14,Monday,0.0
T0013734,2025-06-30,14:16:00,CA003,mobile_app,C00930,1032,Iced Peppermint Mocha,2,6.15,0.0,12.3,card,BOGO,2025-06-30 14:16:00,2025-06-30,14:16:00,14,Monday,0.0
T0013776,2025-06-30,14:16:00,CA004,in_store,C00219,1073,Steamed Milk,2,2.65,0.0,5.3,card,PSL10,2025-06-30 14:16:00,2025-06-30,14:16:00,14,Monday,0.0
T0013970,2025-06-30,14:17:00,CA007,mobile_app,C00645,1098,Cheese & Fruit Protein Box,2,6.25,0.1,11.25,card,BOGO,2025-06-30 14:17:00,2025-06-30,14:17:00,14,Monday,0.0
T0013748,2025-06-30,14:17:00,CA003,in_store,C00440,1089,Turkey Bacon Cheddar Sandwich,2,4.65,0.0,9.3,cash,SUMMER15,2025-06-30 14:17:00,2025-06-30,14:17:00,14,Monday,0.0
T0013937,2025-06-30,14:18:00,TX006,in_store,C00349,1045,Pumpkin Spice Frappuccino,1,5.95,0.0,5.95,card,BOGO,2025-06-30 14:18:00,2025-06-30,14:18:00,14,Monday,0.0
T0014074,2025-06-30,14:19:00,NY007,in_store,C01000,1006,Cappuccino,2,4.45,0.0,8.9,card,,2025-06-30 14:19:00,2025-06-30,14:19:00,14,Monday,0.0
T0013877,2025-06-30,14:21:00,TX009,in_store,C00990,1075,Banana Nut Muffin,1,3.15,0.0,3.15,card,,2025-06-30 14:21:00,2025-06-30,14:21:00,14,Monday,0.0
T0014035,2025-06-30,14:22:00,NY010,in_store,C00703,1093,Roasted Tomato Mozzarella Panini,1,6.25,0.1,5.62,card,NEWAPP5,2025-06-30 14:22:00,2025-06-30,14:22:00,14,Monday,0.0
T0013868,2025-06-30,14:22:00,NY003,mobile_app,C00095,1060,Iced Chai Tea Latte,1,4.85,0.0,4.85,cash,,2025-06-30 14:22:00,2025-06-30,14:22:00,14,Monday,0.0
T0013900,2025-06-30,14:23:00,TX009,in_store,C00007,1053,Matcha Latte,1,4.95,0.0,4.95,card,SUMMER15,2025-06-30 14:23:00,2025-06-30,14:23:00,14,Monday,0.0
T0013989,2025-06-30,14:24:00,CA007,in_store,C00191,1076,Chocolate Chunk Cookie,1,2.95,0.0,2.95,card,BOGO,2025-06-30 14:24:00,2025-06-30,14:24:00,14,Monday,0.0
T0013964,2025-06-30,14:26:00,TX005,in_store,C00943,1052,London Fog Tea Latte,1,4.65,0.0,4.65,card,SUMMER15,2025-06-30 14:26:00,2025-06-30,14:26:00,14,Monday,0.0
T0013775,2025-06-30,14:26:00,CA004,in_store,C00449,1006,Cappuccino,2,4.45,0.1,8.01,cash,,2025-06-30 14:26:00,2025-06-30,14:26:00,14,Monday,0.0
T0013984,2025-06-30,14:26:00,CA007,mobile_app,C00965,1085,Cheese Danish,2,3.25,0.0,6.5,cash,PSL10,2025-06-30 14:26:00,2025-06-30,14:26:00,14,Monday,0.0
T0013791,2025-06-30,14:27:00,CA004,in_store,C00401,1100,Sous Vide Egg Bites,2,4.65,0.0,9.3,cash,NEWAPP5,2025-06-30 14:27:00,2025-06-30,14:27:00,14,Monday,0.0
T0013819,2025-06-30,14:28:00,TX004,mobile_app,C00643,1090,Ham & Swiss Croissant,2,4.25,0.0,8.5,card,SUMMER15,2025-06-30 14:28:00,2025-06-30,14:28:00,14,Monday,0.0
T0013982,2025-06-30,14:29:00,CA007,in_store,C00410,1076,Chocolate Chunk Cookie,2,2.95,0.0,5.9,card,SUMMER15,2025-06-30 14:29:00,2025-06-30,14:29:00,14,Monday,0.0
T0013992,2025-06-30,14:29:00,CA007,in_store,C00167,1089,Turkey Bacon Cheddar Sandwich,1,4.65,0.0,4.65,card,SUMMER15,2025-06-30 14:29:00,2025-06-30,14:29:00,14,Monday,0.0
T0014000,2025-06-30,14:30:00,NY010,in_store,C00659,1084,Multigrain Bagel,1,2.45,0.05,2.33,card,SUMMER15,2025-06-30 14:30:00,2025-06-30,14:30:00,14,Monday,0.0
T0013986,2025-06-30,14:31:00,CA007,in_store,C00538,1029,Pumpkin Spice Latte,2,5.75,0.0,11.5,card,,2025-06-30 14:31:00,2025-06-30,14:31:00,14,Monday,0.0
T0013844,2025-06-30,14:32:00,TX004,in_store,C00979,1058,Iced Green Tea Lemonade,1,3.75,0.0,3.75,card,BOGO,2025-06-30 14:32:00,2025-06-30,14:32:00,14,Monday,0.0
T0013717,2025-06-30,14:33:00,CA003,in_store,C00217,1091,Spinach Feta Wrap,2,4.75,0.0,9.5,cash,,2025-06-30 14:33:00,2025-06-30,14:33:00,14,Monday,0.0
T0014029,2025-06-30,14:34:00,NY010,mobile_app,C00100,1057,Iced Black Tea Lemonade,2,3.75,0.0,7.5,cash,SUMMER15,2025-06-30 14:34:00,2025-06-30,14:34:00,14,Monday,0.0
